Odds 1,Odds 2,Odds 3,Odds 4,Odds 5,Results
12,3,5,4,8,0
7,5,7,4,10,0
3,6,4,4,12,0
4,4,7,4,5,0
8,5,7,5,3,0
10,7,3,4,3,0
10,3,5,6,12,0
8,6,7,6,3,0
10,4,6,8,4,0
4,3,8,3,12,0
4,5,4,12,3,0
6,7,8,6,6,0
5,8,3,4,7,0
6,4,3,3,12,0
4,3,12,4,3,0
6,5,12,3,6,0
4,5,8,8,3,0
3,5,3,6,3,0
8,4,8,4,7,0
12,3,3,3,4,0
3,6,3,7,3,0
5,6,8,3,5,0
12,6,3,6,5,0
3,4,4,5,10,0
8,10,5,4,5,0
10,3,4,4,12,0
4,10,5,10,5,0
3,4,12,12,5,0
8,5,10,3,5,0
10,5,7,3,4,0
10,7,3,7,4,0
8,3,7,6,3,0
8,5,3,7,10,0
6,5,7,5,12,0
5,5,3,4,7,0
7,5,4,6,6,0
6,3,12,3,6,0
5,8,3,7,8,0
6,6,8,8,4,0
7,6,6,10,5,0
12,4,3,6,3,0
6,12,3,7,4,0
8,8,5,7,6,0
5,7,5,10,10,0
6,4,6,7,3,0
5,5,10,8,4,0
6,4,5,3,8,0
6,8,5,12,3,0
6,5,6,8,3,0
4,7,4,6,7,0
6,5,5,4,8,0
3,8,4,5,5,0
4,5,10,3,5,0
7,4,3,3,3,0
5,3,7,3,8,0
4,6,3,10,4,0
7,5,8,3,12,0
3,7,6,8,7,0
3,3,7,7,5,0
7,6,8,4,12,0
4,6,3,5,10,0
4,10,7,5,7,0
4,7,3,4,7,0
7,3,3,7,7,0
10,4,7,3,12,0
6,7,4,6,10,0
6,3,5,5,8,0
5,7,7,10,6,0
8,5,10,8,4,0
3,6,4,6,5,0
7,10,5,3,10,0
5,5,4,8,10,0
10,3,5,8,5,0
3,3,7,10,6,0
3,12,7,4,5,0
5,4,3,4,12,0
8,10,6,3,4,0
5,6,12,10,4,0
6,8,7,7,5,0
6,7,3,3,10,0
4,4,10,10,10,0
6,6,5,6,12,0
10,5,3,4,6,0
7,12,3,4,7,0
3,5,5,6,7,0
12,5,4,6,5,0
4,3,4,12,6,0
5,5,7,6,12,0
6,12,4,6,3,0
4,10,5,7,4,0
3,3,10,8,8,0
3,7,7,12,10,0
6,5,7,7,5,0
6,3,7,5,4,0
3,10,7,5,5,0
10,4,8,4,4,0
4,6,12,4,12,0
10,6,4,8,4,0
8,4,4,8,10,0
3,4,10,6,5,0
5,5,10,3,8,0
4,7,6,4,10,0
7,8,8,5,5,0
10,6,4,3,10,0
10,6,3,4,6,0
5,4,12,6,10,0
7,5,4,3,5,0
8,8,4,5,4,0
3,8,8,12,4,0
10,3,7,3,7,0
5,6,3,3,10,0
3,7,8,6,10,0
7,10,3,5,7,0
5,6,6,10,10,0
5,7,12,3,4,0
7,4,6,6,7,0
8,6,6,7,8,0
3,5,4,10,4,0
7,4,5,7,3,0
12,3,4,7,5,0
5,10,8,7,4,0
3,6,12,6,3,0
4,5,5,5,3,0
3,8,8,7,10,0
10,7,5,3,4,0
3,4,7,12,10,0
3,10,3,12,6,0
4,4,12,10,6,0
4,6,10,3,8,0
4,10,8,5,6,0
4,8,5,8,4,0
6,4,8,8,7,0
7,12,5,4,3,0
6,3,7,8,5,0
4,7,4,3,6,0
4,4,12,5,12,0
7,3,5,5,10,0
6,6,10,3,4,0
7,3,4,6,6,0
6,7,12,7,3,0
7,6,8,6,5,0
3,3,12,8,4,0
3,7,6,5,6,0
3,5,6,3,5,0
3,3,7,4,4,0
8,6,5,5,8,0
8,10,3,7,6,0
8,6,4,6,4,0
3,12,5,6,8,0
5,3,8,5,8,0
5,5,12,3,4,0
3,3,12,3,10,0
3,5,8,7,10,0
6,10,3,5,3,0
10,10,4,3,5,0
10,6,6,3,6,0
8,3,3,12,4,0
8,4,6,3,12,0
5,8,12,6,5,0
4,6,4,7,10,0
3,6,8,8,10,0
4,3,12,12,4,0
4,4,10,4,8,0
6,10,4,10,4,0
8,5,6,4,12,0
8,3,3,7,10,0
4,5,5,3,10,0
7,10,5,5,3,0
7,4,8,6,3,0
4,3,12,7,10,0
5,7,6,3,10,0
5,7,5,4,6,0
3,8,10,7,6,0
3,12,3,5,4,0
8,6,8,3,10,0
3,5,6,6,6,0
5,6,4,12,7,0
3,10,6,6,12,0
6,7,3,5,3,0
4,3,4,7,10,0
4,8,7,3,6,0
5,6,12,7,3,0
4,10,6,6,3,0
6,10,6,3,5,0
6,8,7,4,4,0
6,10,3,8,4,0
8,3,6,10,6,0
6,6,5,8,5,0
3,8,5,10,12,0
3,5,5,3,6,0
4,7,12,3,4,0
5,8,6,12,5,0
8,8,6,3,7,0
5,5,6,4,10,0
8,8,5,4,3,0
12,5,4,3,4,0
5,7,5,7,7,0
3,8,10,10,7,0
3,6,10,8,6,0
5,5,5,5,6,0
3,3,5,5,12,0
7,5,8,10,4,0
4,4,12,4,4,0
7,4,8,4,10,0
4,3,3,5,10,0
8,7,4,8,8,0
7,4,7,5,6,0
5,4,8,7,12,0
5,8,5,8,7,0
3,3,10,5,7,0
8,5,4,10,3,0
4,5,7,3,6,0
3,6,10,3,12,0
3,4,10,3,4,0
5,4,12,8,3,0
8,7,7,5,4,0
6,10,6,6,6,0
7,8,4,7,10,0
5,7,3,5,3,0
3,8,7,5,8,0
5,8,4,5,7,0
4,5,12,4,4,0
4,12,3,6,4,0
7,4,6,3,6,0
8,6,6,4,7,0
12,3,4,4,4,0
4,6,6,10,7,0
10,3,8,5,7,0
3,7,10,12,5,0
8,3,5,10,7,0
7,3,3,4,4,0
6,4,4,10,12,0
3,3,4,10,7,0
3,12,4,4,6,0
5,8,8,7,7,0
7,6,8,3,4,0
5,8,7,8,3,0
5,10,3,12,3,0
3,3,12,5,3,0
7,3,6,7,10,0
3,6,3,10,8,0
5,5,4,5,7,0
5,6,4,6,5,0
6,8,4,7,6,0
8,6,4,3,3,0
4,6,5,8,7,0
3,6,8,10,3,0
3,6,7,6,8,0
8,5,6,6,5,0
6,7,6,8,7,0
8,4,12,4,7,0
7,6,3,5,10,0
7,7,3,6,8,0
5,8,6,6,3,0
3,8,10,4,5,0
3,10,5,4,10,0
10,8,3,4,4,0
7,5,5,8,12,0
3,10,4,5,6,0
3,4,7,6,6,0
5,6,7,4,7,0
5,4,4,7,5,0
10,3,6,6,4,0
4,7,8,4,6,0
8,7,4,3,12,0
8,3,6,7,5,0
4,5,10,6,10,0
8,4,10,3,3,0
6,5,10,7,8,0
7,4,3,6,8,0
8,3,10,3,5,0
7,6,4,12,6,0
3,3,5,7,5,0
5,10,5,7,5,0
7,5,3,7,8,0
4,6,6,4,5,0
4,4,3,7,3,0
3,6,10,5,5,0
8,8,7,5,7,0
12,4,6,3,5,0
5,6,7,7,8,0
10,3,10,3,10,0
5,4,4,10,6,0
10,5,5,8,6,0
6,3,4,3,12,0
6,4,4,4,10,0
4,7,8,7,7,0
4,5,8,5,6,0
3,3,4,4,5,0
4,7,7,8,3,0
6,3,6,12,8,0
6,5,8,6,4,0
7,3,8,10,7,0
6,6,3,5,6,0
3,8,3,6,7,0
6,6,6,12,6,0
4,3,6,4,5,0
7,5,10,6,4,0
5,6,6,4,8,0
3,4,8,3,4,0
5,6,5,5,4,0
10,7,3,4,7,0
3,4,5,8,3,0
4,6,6,7,6,0
4,4,6,5,5,0
4,4,3,10,4,0
4,10,10,7,3,0
10,5,4,6,6,0
5,5,8,12,6,0
3,3,8,12,12,0
8,6,7,6,7,0
8,5,8,4,8,0
4,5,4,12,7,0
4,12,5,7,5,0
6,7,8,6,10,0
4,3,12,4,7,0
6,5,12,3,10,0
4,5,8,8,7,0
3,5,3,6,7,0
7,8,5,10,5,0
5,8,8,4,6,0
7,7,4,5,7,0
3,6,3,7,7,0
8,5,5,3,3,0
6,8,4,4,5,0
8,10,4,5,5,0
3,6,7,3,7,0
3,7,5,12,10,0
8,4,7,6,5,0
5,4,6,5,8,0
10,5,7,3,8,0
3,4,8,6,5,0
6,5,3,10,5,0
8,3,7,6,7,0
4,4,6,8,6,0
4,8,10,8,3,0
7,6,3,7,3,0
4,5,6,6,3,0
6,7,6,5,6,0
5,3,3,6,6,0
7,5,5,10,5,0
6,3,12,3,10,0
5,8,3,7,12,0
6,6,8,8,8,0
3,4,3,7,5,0
12,4,3,6,7,0
6,4,8,10,3,0
3,7,3,10,6,0
3,4,7,3,5,0
8,7,4,5,5,0
8,3,5,4,3,0
3,10,7,10,5,0
10,3,6,3,3,0
6,4,6,7,7,0
5,5,10,8,8,0
8,8,8,4,6,0
4,3,7,8,8,0
4,5,3,12,8,0
8,4,3,8,12,0
6,5,6,8,7,0
6,5,5,4,12,0
10,4,4,10,5,0
4,8,6,10,10,0
10,6,7,4,6,0
8,4,7,4,12,0
6,5,10,4,7,0
7,4,3,3,7,0
5,3,7,3,12,0
5,10,5,4,4,0
3,8,5,4,10,0
7,5,3,4,7,0
7,10,6,6,3,0
3,4,3,10,6,0
8,7,3,3,5,0
6,6,7,12,5,0
10,3,10,5,3,0
4,4,8,3,8,0
6,8,12,4,3,0
10,5,5,5,5,0
4,10,3,6,12,0
6,5,8,3,3,0
6,3,5,5,12,0
6,3,10,5,7,0
7,5,10,3,3,0
3,3,7,10,10,0
3,12,8,8,4,0
7,4,12,5,5,0
12,7,4,3,5,0
4,8,3,12,6,0
8,6,7,3,6,0
10,4,6,5,7,0
4,8,12,6,6,0
8,4,8,6,4,0
4,8,3,7,12,0
7,7,3,3,5,0
6,7,7,4,5,0
10,3,3,6,5,0
4,10,5,7,8,0
3,3,10,8,12,0
8,4,7,3,4,0
4,10,4,8,4,0
6,8,5,6,5,0
8,6,3,10,7,0
5,5,10,3,12,0
8,7,3,8,4,0
3,5,12,10,8,0
6,3,12,5,3,0
5,3,3,3,5,0
10,6,3,4,10,0
7,5,5,7,4,0
6,6,7,6,3,0
5,12,6,5,4,0
7,5,6,12,5,0
7,4,7,10,6,0
3,5,4,10,8,0
7,4,5,7,7,0
5,3,5,7,7,0
8,4,3,10,5,0
3,6,5,10,12,0
4,7,4,8,4,0
6,5,5,6,5,0
3,10,3,12,10,0
4,6,10,3,12,0
4,8,5,8,8,0
7,8,6,3,5,0
4,7,4,3,10,0
8,7,6,6,6,0
5,7,3,10,3,0
7,3,4,6,10,0
3,8,3,3,4,0
6,4,3,10,8,0
3,7,6,5,10,0
3,3,7,4,8,0
3,7,5,6,6,0
8,6,3,7,4,0
5,10,6,6,4,0
4,7,3,6,4,0
5,5,12,3,8,0
4,10,3,8,5,0
6,10,3,5,7,0
3,10,10,4,6,0
3,4,4,12,6,0
8,3,3,12,8,0
7,3,10,6,12,0
6,3,5,7,5,0
4,4,10,4,12,0
7,8,6,6,6,0
7,6,6,4,5,0
4,5,4,4,10,0
3,7,4,3,6,0
3,8,10,7,10,0
3,6,3,4,4,0
12,6,3,3,6,0
3,12,3,5,8,0
7,7,7,10,4,0
5,7,10,4,5,0
7,4,4,7,8,0
3,5,6,6,10,0
4,7,6,3,6,0
4,5,3,6,4,0
6,7,3,5,7,0
5,8,10,5,5,0
4,8,7,3,10,0
5,6,12,7,7,0
4,10,6,6,7,0
4,6,7,5,5,0
6,8,7,4,8,0
6,10,3,8,8,0
6,8,6,5,4,0
6,4,5,10,4,0
8,4,8,3,3,0
7,10,3,4,3,0
4,7,5,12,7,0
6,6,8,5,5,0
3,8,8,6,6,0
7,6,6,7,6,0
7,7,6,8,4,0
3,5,5,3,10,0
4,7,12,3,8,0
10,3,3,3,4,0
3,7,4,6,7,0
3,5,4,4,6,0
8,8,5,4,7,0
12,5,4,3,8,0
3,7,3,7,3,0
5,3,7,10,4,0
3,6,10,8,10,0
12,5,3,4,4,0
3,12,10,4,4,0
5,12,7,4,3,0
7,7,6,3,10,0
6,12,4,3,6,0
7,4,7,5,10,0
5,5,10,5,5,0
8,5,4,10,7,0
4,5,7,3,10,0
4,10,4,5,3,0
6,8,5,3,4,0
4,3,7,5,5,0
6,5,6,5,4,0
3,4,10,3,8,0
10,6,3,6,3,0
5,4,12,8,7,0
8,7,7,5,8,0
4,8,6,7,7,0
4,4,7,6,5,0
6,6,4,12,6,0
5,8,4,10,5,0
7,8,7,3,4,0
7,4,6,8,4,0
5,7,3,5,7,0
8,8,3,3,3,0
3,6,8,7,6,0
5,3,4,5,5,0
6,6,4,7,12,0
3,6,5,12,5,0
4,5,12,4,8,0
7,4,6,3,10,0
3,3,8,3,7,0
3,5,4,7,7,0
4,10,8,7,3,0
12,3,5,8,3,0
7,4,5,4,6,0
12,3,4,4,8,0
5,10,8,4,7,0
3,6,12,3,6,0
12,3,3,5,4,0
5,10,7,5,3,0
6,5,5,3,4,0
5,6,10,8,4,0
6,10,4,4,6,0
4,8,5,5,7,0
7,3,4,8,3,0
6,4,7,6,6,0
6,7,3,10,6,0
4,3,8,7,7,0
3,12,5,8,5,0
3,8,6,7,3,0
7,6,7,3,4,0
7,6,8,3,8,0
8,5,3,3,3,0
3,3,12,5,7,0
3,7,5,3,5,0
8,6,4,3,7,0
3,4,12,3,4,0
8,6,3,4,3,0
3,6,8,10,7,0
5,10,6,3,3,0
3,6,7,6,12,0
5,8,4,8,12,0
7,3,10,8,5,0
4,4,10,6,5,0
4,8,3,3,3,0
10,7,6,6,3,0
3,7,12,6,5,0
4,5,4,6,3,0
6,3,5,4,4,0
7,7,3,6,12,0
7,4,8,3,6,0
5,8,5,7,3,0
3,3,10,4,3,0
7,7,8,6,7,0
7,5,8,4,6,0
10,8,3,4,8,0
3,8,6,10,4,0
3,6,6,8,3,0
3,10,4,5,10,0
7,7,7,7,3,0
6,7,10,4,8,0
4,10,5,4,5,0
10,3,7,10,3,0
10,3,6,6,8,0
4,5,3,3,3,0
5,6,3,10,6,0
3,4,12,6,5,0
5,6,12,4,6,0
5,7,4,10,10,0
3,5,12,7,5,0
6,6,4,6,4,0
6,4,5,7,3,0
8,4,10,3,7,0
3,6,10,10,3,0
7,5,3,7,12,0
7,4,7,7,3,0
5,8,5,10,4,0
4,4,3,7,7,0
5,3,6,3,8,0
7,3,12,3,7,0
7,5,8,7,7,0
7,5,7,8,3,0
8,5,5,6,10,0
5,8,5,5,10,0
8,5,4,7,6,0
5,6,7,7,12,0
12,3,5,3,7,0
12,4,5,4,5,0
5,4,4,10,10,0
4,8,8,12,5,0
3,3,12,10,6,0
8,6,12,3,5,0
4,3,10,10,4,0
5,4,12,5,6,0
8,4,6,10,8,0
4,7,7,8,7,0
4,12,10,4,3,0
6,5,8,6,8,0
3,3,3,5,5,0
6,7,12,4,4,0
5,12,3,8,6,0
5,10,3,6,5,0
5,8,4,7,4,0
6,6,3,5,10,0
8,4,10,6,8,0
12,5,7,3,3,0
4,6,4,3,5,0
5,12,3,3,12,0
5,7,6,10,6,0
7,5,6,6,3,0
5,6,6,4,12,0
5,6,5,5,8,0
3,4,5,8,7,0
4,6,6,7,10,0
4,4,3,10,8,0
10,5,4,6,10,0
8,4,12,3,3,0
5,7,6,5,12,0
10,3,4,8,5,0
8,3,12,3,5,0
8,5,8,4,12,0
8,3,5,7,10,0
8,3,4,8,6,0
7,7,4,10,5,0
6,3,6,3,3,0
3,3,3,8,6,0
5,8,8,4,10,0
5,8,7,5,6,0
7,6,10,8,3,0
5,4,6,10,6,0
3,12,6,10,5,0
5,5,3,3,6,0
12,3,7,4,3,0
5,6,3,4,4,0
3,3,3,3,12,0
6,8,3,5,5,0
4,6,4,6,6,0
5,10,3,4,12,0
5,4,6,5,12,0
5,4,5,6,8,0
4,4,6,8,10,0
4,3,3,12,6,0
8,4,12,6,4,0
7,6,3,7,7,0
7,7,3,8,5,0
6,3,8,8,3,0
4,5,6,6,7,0
6,7,6,5,10,0
8,3,8,5,12,0
6,7,5,6,6,0
10,4,7,4,4,0
5,6,7,6,4,0
6,4,8,10,7,0
3,7,3,10,10,0
3,10,3,3,5,0
5,7,4,12,3,0
3,4,6,4,5,0
5,4,4,4,8,0
4,4,4,6,6,0
3,8,7,12,4,0
10,3,6,3,7,0
5,4,3,5,4,0
6,8,3,8,6,0
3,7,7,6,10,0
5,3,10,10,7,0
7,8,4,3,5,0
4,3,7,8,12,0
4,5,3,12,12,0
8,3,6,4,8,0
4,12,3,8,6,0
7,3,7,5,5,0
5,10,5,4,8,0
8,3,12,8,4,0
3,6,8,4,3,0
10,8,4,7,3,0
3,4,3,10,10,0
4,4,3,4,6,0
8,3,3,3,3,0
3,5,7,12,4,0
3,6,5,4,8,0
4,4,8,3,12,0
8,4,5,8,6,0
3,7,10,4,12,0
3,5,7,7,10,0
6,4,7,3,3,0
6,4,10,10,3,0
10,6,5,3,6,0
6,3,10,10,5,0
8,4,5,3,12,0
4,7,7,5,6,0
4,3,8,4,4,0
6,5,8,3,7,0
4,8,8,4,10,0
5,8,4,4,3,0
7,3,7,8,6,0
6,6,5,10,5,0
5,6,4,3,6,0
7,10,4,5,3,0
7,6,3,12,6,0
10,3,8,4,3,0
5,3,12,10,3,0
7,5,10,3,7,0
7,3,7,3,12,0
8,5,6,3,6,0
10,5,3,3,5,0
8,3,3,6,4,0
6,8,10,3,3,0
3,5,10,10,6,0
5,5,7,10,5,0
4,8,3,12,10,0
8,6,7,3,10,0
4,3,12,6,4,0
8,4,8,6,8,0
6,5,4,10,8,0
4,12,5,4,8,0
3,5,10,5,12,0
7,7,4,7,4,0
4,12,4,5,4,0
6,3,8,3,7,0
10,6,5,6,7,0
6,4,10,8,10,0
10,5,7,5,5,0
3,12,6,7,4,0
7,10,7,3,5,0
7,8,8,4,4,0
7,10,4,8,4,0
7,4,10,4,5,0
5,5,6,8,5,0
8,4,7,3,8,0
4,10,4,8,8,0
8,8,4,4,3,0
6,5,10,3,3,0
8,12,3,5,5,0
4,8,10,5,6,0
6,8,10,6,4,0
8,7,3,8,8,0
6,3,12,5,7,0
4,5,6,3,6,0
6,7,5,3,5,0
6,3,4,10,8,0
7,5,5,7,8,0
3,7,3,12,3,0
5,3,5,12,5,0
6,6,7,6,7,0
6,4,8,7,6,0
7,6,12,4,3,0
7,6,5,8,8,0
3,7,10,3,4,0
3,5,4,10,12,0
8,8,8,6,3,0
4,3,7,10,5,0
6,5,6,10,4,0
7,4,10,7,6,0
4,8,5,8,12,0
8,6,5,4,7,0
10,6,7,6,3,0
8,10,3,6,5,0
6,3,10,4,3,0
4,3,6,6,7,0
6,3,3,8,8,0
5,7,3,10,7,0
3,8,3,3,8,0
6,4,3,10,12,0
3,3,7,4,12,0
5,7,6,7,3,0
6,4,12,4,12,0
12,3,3,10,4,0
5,10,6,6,8,0
8,7,5,8,4,0
3,5,10,4,4,0
5,6,8,10,5,0
3,10,10,4,10,0
8,6,8,7,3,0
3,4,4,12,10,0
5,3,5,10,12,0
8,4,5,5,5,0
4,8,8,6,3,0
6,3,6,6,10,0
7,8,5,7,6,0
3,7,4,3,10,0
3,6,3,4,8,0
5,12,4,6,5,0
3,12,3,5,12,0
7,4,4,7,12,0
4,6,7,10,3,0
3,12,8,5,7,0
5,3,4,8,12,0
6,5,3,7,6,0
10,4,4,4,5,0
6,8,7,4,12,0
6,8,6,5,8,0
6,4,5,10,8,0
8,4,8,3,7,0
4,4,12,3,3,0
8,7,4,7,7,0
7,7,4,4,3,0
7,6,6,7,10,0
7,7,6,8,8,0
3,8,4,12,5,0
4,5,10,10,5,0
4,7,12,3,12,0
10,3,3,3,8,0
3,5,4,4,10,0
5,7,8,3,5,0
3,7,3,7,7,0
5,3,7,10,8,0
12,5,3,4,8,0
3,10,7,7,6,0
5,10,4,7,5,0
4,10,4,5,7,0
4,6,3,12,10,0
6,8,5,3,8,0
6,5,6,5,8,0
3,4,10,3,12,0
10,6,3,6,7,0
6,6,6,3,5,0
6,3,3,3,12,0
6,7,8,7,4,0
7,8,7,3,8,0
6,4,3,4,10,0
7,6,4,6,6,0
8,8,3,3,7,0
4,5,12,4,12,0
5,5,8,3,5,0
7,4,5,4,10,0
3,6,12,3,10,0
12,3,3,5,8,0
5,10,7,5,7,0
5,8,8,6,6,0
4,3,5,4,5,0
5,10,4,10,6,0
6,5,5,3,8,0
5,6,10,8,8,0
6,5,4,4,4,0
6,10,4,4,10,0
8,5,10,4,3,0
8,7,6,8,3,0
4,3,8,12,5,0
12,3,8,5,3,0
7,3,4,8,7,0
4,6,5,7,6,0
6,4,7,6,10,0
7,4,4,6,4,0
6,7,3,10,10,0
3,3,7,6,5,0
3,8,6,7,7,0
7,6,7,3,8,0
7,6,8,3,12,0
3,10,10,6,3,0
8,6,3,4,7,0
5,10,6,3,7,0
5,12,5,6,4,0
4,10,3,5,8,0
4,8,3,3,7,0
5,6,8,7,4,0
6,8,8,8,5,0
6,4,5,4,6,0
4,5,4,6,7,0
6,3,5,4,8,0
3,7,4,5,3,0
8,5,10,7,4,0
10,5,6,3,8,0
4,6,8,5,8,0
5,5,10,10,8,0
3,8,4,6,3,0
7,8,5,4,5,0
5,3,7,4,6,0
4,3,8,10,12,0
7,5,8,4,10,0
3,8,6,10,8,0
3,6,6,8,7,0
5,12,4,3,4,0
7,7,7,7,7,0
7,5,4,10,5,0
4,8,6,6,3,0
6,8,7,6,5,0
7,4,3,5,7,0
3,3,6,5,8,0
4,5,3,3,7,0
5,6,3,10,10,0
6,5,3,4,5,0
5,6,12,4,10,0
4,10,6,3,10,0
4,5,5,12,3,0
4,8,3,6,8,0
5,4,8,8,4,0
8,7,3,5,5,0
6,6,4,6,8,0
4,6,10,10,8,0
6,4,5,7,7,0
6,4,4,8,3,0
4,7,12,5,5,0
3,5,4,6,3,0
4,7,4,10,6,0
6,5,5,8,7,0
7,3,12,8,5,0
7,3,5,12,10,0
3,10,3,8,5,0
7,6,5,5,5,0
6,12,4,5,3,0
7,4,7,7,7,0
5,8,5,10,8,0
3,7,3,4,6,0
5,3,7,7,7,0
5,3,6,3,12,0
3,10,7,4,5,0
8,4,3,7,6,0
3,7,6,12,6,0
7,5,7,8,7,0
3,4,10,5,5,0
10,7,4,7,4,0
8,5,4,7,10,0
5,4,7,6,4,0
8,5,3,8,6,0
3,3,12,10,10,0
6,3,3,5,5,0
6,4,3,6,3,0
10,6,3,3,6,0
4,3,10,10,8,0
5,4,12,5,10,0
4,8,6,4,10,0
5,8,4,7,8,0
7,6,4,3,5,0
4,5,12,6,5,0
5,8,3,8,4,0
12,4,4,6,3,0
3,3,8,5,4,0
7,4,5,6,3,0
5,3,5,6,3,0
5,10,8,6,4,0
5,7,6,10,10,0
7,5,6,6,7,0
3,6,4,10,4,0
5,6,5,5,12,0
6,10,4,6,3,0
4,4,3,10,12,0
5,6,10,5,7,0
5,4,10,3,6,0
3,4,6,7,12,0
6,5,7,8,3,0
10,5,8,6,5,0
6,7,3,12,3,0
8,3,4,8,10,0
10,3,12,3,5,0
6,4,6,3,5,0
6,3,6,3,7,0
6,7,10,3,4,0
7,4,4,3,3,0
3,3,3,8,10,0
3,8,6,4,6,0
5,8,7,5,10,0
5,5,3,3,10,0
5,6,3,4,8,0
4,6,4,6,10,0
7,3,10,5,8,0
12,4,4,4,10,0
6,8,8,5,4,0
5,4,5,6,12,0
3,7,12,3,8,0
12,4,3,5,6,0
4,3,3,12,10,0
4,5,7,10,6,0
6,3,8,8,7,0
8,7,5,3,8,0
4,12,8,5,4,0
10,4,8,8,3,0
10,4,7,4,8,0
6,4,6,6,6,0
6,7,10,6,5,0
5,8,5,4,6,0
12,5,5,4,4,0
3,6,6,5,6,0
7,7,7,4,6,0
5,7,4,12,7,0
5,4,4,4,12,0
4,4,4,6,10,0
10,3,7,7,6,0
3,8,7,12,8,0
5,4,3,5,8,0
3,5,8,8,8,0
6,8,3,8,10,0
3,10,8,3,4,0
5,7,12,7,3,0
8,10,7,4,4,0
8,4,10,5,4,0
8,3,6,4,12,0
3,5,12,4,8,0
10,7,5,7,3,0
4,7,3,8,4,0
6,3,7,12,4,0
3,6,10,7,6,0
4,7,3,3,10,0
5,10,5,4,12,0
7,3,12,5,4,0
6,6,10,7,3,0
12,6,4,3,4,0
7,3,3,6,10,0
12,3,5,5,4,0
4,4,3,4,10,0
3,4,4,3,5,0
7,6,8,10,4,0
3,3,12,12,3,0
3,5,7,12,8,0
3,6,5,4,12,0
5,5,4,12,7,0
8,6,4,10,3,0
10,7,4,4,3,0
8,4,6,12,5,0
5,5,12,7,3,0
10,6,6,7,5,0
10,6,5,3,10,0
4,7,7,5,10,0
4,3,8,4,8,0
5,8,4,4,7,0
7,3,7,8,10,0
4,5,12,3,4,0
5,8,3,5,3,0
5,6,5,7,5,0
7,10,4,5,7,0
3,7,8,7,6,0
3,5,5,10,4,0
6,6,10,10,4,0
5,7,5,8,5,0
3,10,4,12,6,0
3,4,4,6,6,0
8,3,3,6,8,0
3,5,5,5,10,0
10,3,4,5,8,0
6,10,5,8,3,0
4,7,5,3,6,0
5,3,8,12,8,0
6,5,4,10,12,0
7,7,4,7,8,0
7,3,5,6,6,0
4,12,4,5,8,0
5,5,3,5,3,0
3,7,7,5,6,0
6,6,12,3,5,0
3,12,6,7,8,0
5,4,5,8,5,0
7,8,8,4,8,0
4,6,3,3,5,0
8,8,4,4,7,0
3,6,10,12,5,0
10,5,3,6,10,0
4,8,10,5,10,0
8,10,8,3,3,0
6,6,4,3,5,0
4,6,10,7,5,0
4,5,6,3,10,0
4,7,5,6,7,0
4,5,5,4,6,0
6,3,4,10,12,0
6,4,8,12,4,0
8,5,12,4,7,0
6,7,4,4,5,0
7,5,5,7,12,0
3,6,5,3,4,0
3,7,3,12,7,0
6,4,8,7,10,0
7,12,5,3,6,0
4,4,4,8,3,0
6,4,7,8,6,0
6,6,3,12,6,0
10,3,6,5,4,0
3,5,7,6,6,0
5,3,10,12,4,0
6,6,12,6,6,0
12,4,7,4,5,0
4,10,7,6,3,0
4,12,3,10,3,0
5,3,10,7,10,0
4,3,10,7,5,0
6,3,3,8,12,0
4,7,3,5,3,0
10,4,3,8,8,0
4,4,10,8,5,0
7,8,10,4,4,0
7,3,3,8,3,0
8,3,12,5,7,0
8,8,6,4,3,0
7,5,6,3,4,0
3,12,4,8,5,0
7,10,5,4,6,0
7,4,8,5,6,0
3,5,10,4,8,0
5,7,7,6,8,0
8,6,8,7,7,0
10,6,5,5,3,0
4,3,4,5,7,0
4,8,8,6,7,0
3,6,7,10,7,0
8,4,4,6,5,0
4,12,6,8,5,0
4,8,7,7,3,0
6,10,7,6,6,0
6,4,10,7,6,0
6,7,3,4,6,0
6,6,6,6,12,0
5,7,4,6,3,0
6,6,5,7,8,0
7,6,10,5,4,0
4,4,6,4,5,0
3,7,8,4,5,0
5,3,12,7,6,0
3,5,5,7,3,0
8,6,6,5,3,0
3,10,12,4,4,0
5,3,3,8,12,0
10,8,3,8,3,0
10,4,5,8,4,0
5,5,8,6,12,0
3,4,7,10,5,0
6,8,6,5,12,0
4,5,7,7,3,0
6,3,8,5,4,0
10,6,8,3,5,0
10,4,5,3,10,0
4,6,12,5,8,0
4,4,12,3,7,0
7,7,4,4,7,0
7,3,5,3,5,0
6,6,3,6,4,0
7,8,4,5,7,0
7,4,3,10,7,0
8,10,4,4,5,0
8,6,5,3,3,0
5,3,7,10,12,0
3,8,12,7,5,0
5,4,5,5,4,0
10,3,7,4,3,0
3,5,8,5,5,0
8,5,7,6,5,0
8,7,3,10,5,0
7,4,6,7,3,0
4,6,6,8,4,0
6,8,5,3,12,0
5,7,4,4,10,0
6,3,4,12,5,0
4,4,8,10,8,0
4,6,10,4,4,0
6,6,7,8,4,0
6,7,8,7,8,0
4,4,12,6,8,0
6,5,8,10,3,0
6,6,7,3,10,0
3,5,7,3,5,0
3,10,6,4,7,0
12,5,6,3,3,0
4,6,5,12,4,0
4,3,6,8,4,0
5,8,8,6,10,0
3,6,7,4,5,0
7,5,10,10,3,0
8,5,10,4,7,0
